x,y
0,15.013417878656874
1,101.47593859669098
2,0.0
3,74.56033760209128
4,74.89131209454135
5,103.12339913295156
6,60.24401305703542
7,0.0
8,0.0
9,15.853749749697833
10,86.62184678086066
11,36.73374728663419
12,41.86008340337594
13,63.304393313167054
14,63.421248180799175
15,69.38052622071129
16,96.47573741264118
17,10.17650068523642
18,87.76818816405768
19,140.35989188424344
20,16.04600079746399
21,65.4592447758664
22,99.51849918974162
23,1.458105513239353
24,83.98140824911204
25,115.99213938460736
26,20.94506363442457
27,70.39187884771269
28,13.402942180345292
29,99.31640656805062
30,89.8589451980827
31,70.80530789085748
32,136.92816146733776
33,8.126108495187076
34,36.94133062391583
35,56.518225386194466
36,0.0
37,57.862423953768754
38,35.08300238109437
39,90.80014261194796
40,0.0
41,16.369176903891884
42,26.848119373580865
43,37.33799003264207
44,63.676375359550484
45,52.042934039884926
46,66.41423763218641
47,60.24914290462473
48,59.51667860464973
49,15.540251320702154
50,0.0
51,63.71184108961066
52,17.81676740619508
53,0.0
54,33.26685161512486
55,88.34219710917768
56,58.086380378492215
57,25.530084658136882
58,80.2701346606471
59,57.514893639446036
60,47.47080213919298
61,31.569522094148684
62,33.677877945154066
63,87.00796584646375
64,57.140978119355566
65,8.425991449813942
66,91.52393180466784
67,28.548861934484155
68,74.03552660611798
69,19.257603991360174
70,46.79701702144051
71,4.987276405523815
72,125.42068709019568
73,124.41961074650595
74,19.474840389952103
75,52.8898098777952
76,42.16159362848341
77,0.0
78,42.02797985355867
79,54.953907849721624
80,45.521858990336035
81,62.68114282789486
82,23.016394015127517
83,42.18333113625421
84,88.57106283325882
85,70.67871999481363
86,80.63251233979722
87,26.143384073023284
88,60.89185543894287
89,25.33351039537068
90,74.27993806604172
91,70.86178453272152
92,25.197996520683255
93,33.71760766261271
94,73.12950190618969
95,48.075042892113466
96,35.4054074719268
97,104.67082684331228
98,29.234812105615774
99,44.317273798751785
100,36.28292449448356
101,24.4637298997455
102,54.38766248638652
103,54.17824540266979
104,46.18182508287347
105,20.232457311759422
106,0.0
107,62.200801759300575
108,90.77373558918207
109,60.51735635948823
110,69.72197067326906
111,78.60858221962633
112,43.4896426041751
113,31.148389948376888
114,60.48289048373317
115,35.334202338877965
116,56.35417892149376
117,73.73698005968123
118,66.06405978281646
119,63.49228180987036
120,2.1550451857992954
121,84.2157133008089
122,115.14346697738587
123,105.86779225894153
124,0.0
125,0.0
126,82.65620392766282
127,20.152809479919913
128,46.71457921825139
129,26.064758600866547
130,8.004928327151212
131,3.9511658566010794
132,20.715162421855073
133,0.0
134,65.21326696104305
135,55.28096313149395
136,27.616857698214055
137,38.54982246282494
138,48.241034683617556
139,30.29630541201898
140,79.62394947674912
141,0.0
142,48.07481730381369
143,57.39375410638344
144,38.79150217902355
145,0.0
146,6.360043078720935
147,24.06211761169606
148,40.24448364628109
149,46.788407128116795
150,49.28402048307461
151,84.8767988546719
152,6.336375853462037
153,2.9558714260764987
154,71.12359271145105
155,16.30668553974475
156,1.1992651336080797
157,72.26414323161765
158,35.34279682342946
159,20.15441744596738
160,67.31535930705341
161,18.450046336551793
162,56.50639615519429
163,35.338859174630485
164,52.15825826792312
165,23.410894963883365
166,7.481677872211414
167,92.31625725984495
168,23.83072153299513
169,61.68625173243099
170,0.0
171,72.29165900903915
172,34.111443595932634
173,59.01418093109389
174,50.721438053945626
175,31.820292311008842
176,68.8099512568176
177,17.067279784054513
178,37.71605282351357
179,26.55287920230876
180,59.73127109723629
181,125.1416158353367
182,81.55089408872139
183,66.37928912074437
184,33.79787469427949
185,43.508446146892624
186,39.05397468533135
187,29.433323889155588
188,26.5557428921228
189,84.09764797433024
190,0.0
191,0.0
192,43.702912674453856
193,32.36340777808145
194,83.02926238648833
195,29.25026140998328
196,0.0
197,82.79218937611974
198,35.514113732454355
199,0.0
200,12.912625183724035
201,24.319110459197006
202,100.08640311094686
203,16.850299291259528
204,81.28942935601421
205,46.8733821672418
206,46.87197058360041
207,20.232554014681472
208,8.82513467488792
209,0.0
210,36.9821107135737
211,23.491828994257336
212,0.0
213,71.79609455620758
214,15.987406628263361
215,26.342170649605837
216,0.0
217,9.901368298385172
218,45.159711539782585
219,0.0
220,55.082979704822236
221,34.35435645943641
222,104.0714728310655
223,0.0
224,46.21807717024676
225,44.69800700895895
226,74.99384510477056
227,37.85498398189331
228,108.99222801496643
229,52.28235474144645
230,47.01897763456786
231,22.6291104997753
232,0.0
233,0.0
234,95.22353266158834
235,43.62005853982101
236,56.29411013414858
237,66.01927090328182
238,43.106300369137664
239,0.0
240,67.97182086358366
241,28.073455438140204
242,31.245232284657256
243,55.04531716105247
244,0.0
245,45.60285704234932
246,95.86475722212163
247,58.65383944974904
248,33.73862965981405
249,44.82932679238246
250,75.69704596714107
251,55.56341196742168
252,0.0
253,0.9920794324050846
254,20.655357745910834
255,69.88893440083879
256,71.86218792849962
257,18.7652564733012
258,90.28370647802494
259,43.603300552554806
260,26.666881742655924
261,79.38855919306144
262,52.14307047391287
263,88.97081846665778
264,58.17434830438777
265,28.897399295721694
266,88.56484271744128
267,114.02288832103332
268,104.83424161255175
269,0.7763955312647113
270,0.0
271,55.66984188787496
272,0.0
273,122.4735471850365
274,118.15641798774675
275,39.29986245833532
276,23.20257845173397
277,113.12990751349643
278,1.8735606056554346
279,90.55081433623238
280,34.49264899092721
281,31.779679826395295
282,0.0
283,80.7300882533035
284,58.827386200730714
285,78.14417328899444
286,69.58731782111059
287,34.86356990532119
288,41.51048710801962
289,24.855880482102265
290,64.30779591578013
291,81.99868124997542
292,71.19780163251481
293,0.0
294,69.43129385113586
295,107.4760157988015
296,0.0
297,0.0
298,89.15130166636442
299,39.68780884308485
300,63.98779247255984
301,0.0
302,61.911402656586354
303,36.58832092710329
304,68.07794195306057
305,76.39097141260034
306,64.81666864702862
307,37.94942178578334
308,26.921987403549345
309,68.8778181288165
310,74.27609035658448
311,88.11653757994691
312,32.12908683319547
313,67.28147516194137
314,63.15915245842885
315,39.846964687966306
316,89.94881299104802
317,68.02223855228544
318,31.788168057112497
319,43.61808097126354
320,23.58312903401988
321,0.0
322,70.77118831356873
323,42.26633226185149
324,48.25641835900111
325,19.361290097075262
326,91.8319651577265
327,9.679030001839692
328,25.724595819730776
329,0.0
330,30.636194711152115
331,15.34914830926919
332,45.830390546564644
333,54.432233453882475
334,118.88037192067773
335,130.8223462450907
336,128.31110003296334
337,131.1099762326796
338,182.87385051011964
339,124.91242834691931
340,175.74927872005472
341,151.12230527781685
342,158.5410366687695
343,169.3587452372915
344,199.52475209485132
345,160.35484415981605
346,201.28247092375952
347,195.1757372734769
348,154.0070558644053
349,174.30691710492863
350,244.26141950990345
351,215.50298916840464
352,208.13086407668933
353,139.02846459577012
354,212.60400709170102
355,117.85666070789331
356,138.2404007387912
357,147.56945285142854
358,142.7014793157994
359,137.1796287341069
360,140.27482530740767
361,191.3007028532596
362,173.8354910156328
363,170.68055383773512
364,147.2725118388797
365,139.3538302586029
366,232.0214001502442
367,171.0576257589851
368,178.81226380204183
369,144.2095404956735
370,167.32735854705703
371,187.2737353213384
372,193.45414902989225
373,181.8709220750231
374,200.13051415711328
375,178.6628071056306
376,229.3460280257557
377,162.75213060776355
378,142.10461949690531
379,146.77812350926112
380,106.58837538368536
381,150.87448266467
382,117.3123219509857
383,136.52750671658268
384,93.59273779653135
385,98.78484147193703
386,89.64157790835849
387,92.06486978964502
388,80.84862549331172
389,39.33800637147323
390,129.1484309926407
391,51.038212713212516
392,39.792056192404665
393,4.815522054192776
394,39.76652784286432
395,53.753345167512435
396,87.86817734899486
397,74.8384858828947
398,63.797737352229404
399,96.75096909969281
400,46.962414318749595
401,0.0
402,54.44145810672364
403,78.34862587348252
404,26.147501090990605
405,116.07633227975916
406,38.44218560015163
407,57.92831549576675
408,50.16850981620699
409,22.18911626050145
410,39.333101057477144
411,71.94983224810589
412,95.06530891454662
413,103.53821315857738
414,12.961559791318052
415,162.1241664079903
416,73.12851221482273
417,54.92349870463655
418,72.50104385954164
419,40.863300205916296
420,15.805349065290166
421,124.68971122550246
422,88.05078911184422
423,79.39998700706225
424,76.58312740973376
425,90.92516644181529
426,69.50873846974213
427,166.77564579194893
428,167.87879136534508
429,129.39447847374333
430,152.838136919031
431,158.478228563661
432,145.19245566612605
433,171.19849552531454
434,153.13497668257654
435,149.74095827887723
436,197.9036519703957
437,102.22822795513292
438,184.6866805293035
439,121.0101089365515
440,210.3147703118199
441,180.1870574688041
442,110.9911543146408
443,162.00117235106933
444,89.93237281912175
445,36.751864393749024
446,21.57495005292177
447,44.30494419189077
448,30.132941212461354
449,54.026683082028555
450,76.23838703373717
451,12.34993463418644
452,97.56164540135248
453,75.8812862160761
454,69.45428929008877
455,0.0
456,23.314372231480995
457,92.93484872858306
458,113.6102501737769
459,72.94630926192613
460,69.71786326789693
461,0.0
462,74.76096618197458
463,55.979561567960104
464,63.52320257531147
465,0.0
466,12.470885435935827
467,40.51797958017359
468,70.30670650391825
469,74.32081277658651
470,43.16707537018566
471,10.42036271025323
472,68.38170477712302
473,57.312653801915026
474,90.77806492547899
475,40.76387102565473
476,25.251796065357276
477,47.31356880680302
478,45.6021521341356
479,116.45822602795555
480,54.3600440453946
481,13.114129611197196
482,57.981926061657816
483,5.868013306174284
484,29.89385474824556
485,61.70585187840709
486,39.4629380508552
487,43.50709894054686
488,8.455288796320481
489,45.38725643478945
490,14.363415593621792
491,52.99238080656683
492,66.70072723584505
493,31.508638480749518
494,22.04954915236628
495,21.862447888733296
496,54.93753697223882
