x,y
0,26.692863854101365
1,48.780683063995305
2,0.0
3,15.587753861096495
4,38.828139879151195
5,54.65804284875146
6,47.098549672563884
7,57.27752629209007
8,34.220578187816365
9,36.4214511950152
10,60.52816020382608
11,95.2911125676591
12,10.802857393413547
13,85.92865938221574
14,7.799831956867671
15,84.57282794634283
16,26.435836399854704
17,93.86963328076729
18,50.97002707571526
19,80.46652618832942
20,1.627879471946727
21,36.5362165776192
22,0.0
23,52.83884903977484
24,76.60267191051872
25,4.609886646520984
26,0.0
27,22.809596198897403
28,41.432438621583366
29,5.9388252537196
30,69.1209261419973
31,15.747186733939795
32,33.538974945914894
33,44.98678988386467
34,29.605764108329744
35,77.63933519308362
36,71.18509830702689
37,84.16236550611644
38,0.0
39,69.16665901323194
40,50.31043825514582
41,22.313285301822212
42,52.38501940658372
43,37.99897584602629
44,66.33578244977909
45,74.04533050912383
46,64.187313291314
47,34.236562204379474
48,57.548061585421976
49,49.717044552067506
50,37.701349142266565
51,21.310843920328974
52,72.79541373459908
53,0.0
54,63.74623094029968
55,0.0
56,46.17335892055155
57,112.48347218939173
58,7.414784902957322
59,39.523092371573334
60,20.108459825068806
61,68.9947814004336
62,37.6597879741098
63,0.0
64,13.471090748687821
65,0.0
66,63.56503714690273
67,29.55305609743317
68,50.56376212764968
69,74.36334210781328
70,89.54385476186124
71,99.03818723112877
72,31.094241596653255
73,34.342751052823715
74,27.770497774364223
75,96.03811732012907
76,14.770059104583797
77,3.8172968084492425
78,82.87584874992264
79,24.227059676406473
80,24.52831657271374
81,95.23856089858562
82,48.88649497048956
83,54.18255755023732
84,0.0
85,54.99426487596705
86,75.82615896313544
87,25.073086613356732
88,0.0
89,32.6389323615811
90,0.0
91,60.382394189250775
92,57.82136893578956
93,0.0
94,76.78874765138292
95,33.07792512309374
96,65.5948309284991
97,91.10023775673935
98,35.24255270679808
99,30.963143080142892
100,140.2196027693041
101,50.54476082332325
102,56.35101742427908
103,42.60902360872893
104,85.65128097937384
105,84.00367004532794
106,33.04068414839529
107,20.6598161422551
108,19.06800889553802
109,47.80564915388693
110,45.33388698997904
111,22.15737977958769
112,74.85972257271627
113,36.290618027870295
114,54.076520810175275
115,44.02150125262356
116,31.607575686114995
117,27.108523408490722
118,57.30912284349487
119,13.57525194513784
120,63.14097958628747
121,54.87307056985827
122,89.14344362408319
123,50.22520878877861
124,85.36156158697925
125,64.34593012307971
126,0.0
127,122.46670584385954
128,31.282921258989
129,42.18859851174392
130,59.60128736240852
131,0.0
132,111.46158226288458
133,78.33834293404561
134,53.85878938329443
135,73.39036257268674
136,68.35853406220279
137,0.0
138,75.16979100535102
139,9.620898186186068
140,29.399215065662116
141,49.735906238244056
142,50.42682199208013
143,47.034432764975904
144,82.60174602687223
145,16.75586111112388
146,54.03097094857324
147,40.33441104176448
148,128.53691330657347
149,51.19000934337816
150,31.1332500834706
151,21.913926312514604
152,91.11342685800032
153,13.345839058062644
154,25.74471121426942
155,40.97830650720714
156,68.0301143412748
157,0.0
158,84.35007532387024
159,19.381938435299674
160,9.004453599280424
161,31.783209763163732
162,37.82310497181858
163,30.789514322691904
164,49.914882137955914
165,0.0
166,39.71428936676959
167,12.460741738736573
168,72.37933178969054
169,34.04118415435748
170,72.99282009033425
171,0.0
172,48.914995933551545
173,93.04378390599703
174,43.63042351353286
175,87.32668689773975
176,68.05713083678518
177,9.81855731214501
178,55.78653118845652
179,64.63553667062311
180,50.08590302766583
181,19.048926786670314
182,57.64068870732019
183,135.78541774857536
184,63.23233530790819
185,39.50248393183364
186,50.603606032302814
187,85.05569467440519
188,27.832122385370802
189,40.640703941501805
190,65.63500931581332
191,15.352776289737527
192,33.04016544060978
193,75.25631996529283
194,64.0249112872149
195,84.8365145507831
196,51.50644919164408
197,65.62765233782083
198,132.32341605498254
199,128.420905137895
200,139.35082277907037
201,119.37203424174139
202,109.28412382801761
203,168.0571509956927
204,128.9110004275733
205,116.08540678878065
206,99.31170159494548
207,195.86674050365968
208,152.27817247352692
209,140.67724319739182
210,100.51155856603731
211,170.10691211313826
212,169.90699089167452
213,83.4149149927799
214,140.72183018575674
215,113.30639143370018
216,93.931017693463
217,157.21355776755462
218,84.00535324592619
219,17.47023349271435
220,8.62694574267276
221,73.4165222722395
222,57.381362087460246
223,47.6877958867673
224,33.99782959799513
225,64.2872307152278
226,61.43433393683918
227,43.69052053668112
228,32.68071590166341
229,123.48340718451527
230,33.68424676160997
231,70.0155056082386
232,0.0
233,58.981356816283494
234,61.32544897214969
235,0.0
236,0.0
237,14.259439724072898
238,22.142194662344778
239,39.98260793994861
240,197.3408383569859
241,35.61721513092303
242,86.56050132496586
243,41.125289124134554
244,54.088045104383916
245,94.25029223852142
246,7.874185732552533
247,100.0563472910069
248,37.82432807404801
249,0.0
250,109.38652564148995
251,10.296674074954836
252,49.39022247318666
253,80.5245442346737
254,25.12465377089999
255,41.53837663700071
256,56.63701245213306
257,58.33987162216273
258,10.187842428603311
259,30.342335899196637
260,43.995145230625006
261,79.45677279397427
262,31.733349723355147
263,8.236254076591678
264,43.25852580898448
265,71.3696634128328
266,58.806995449071934
267,25.83934493180262
268,57.608252161292
269,68.0880301350139
270,22.15006043867156
271,2.269542376931753
272,3.8902772000645456
273,11.06783707290505
274,67.60797555824064
275,46.48767617171053
276,30.76066729663516
277,10.382006538496114
278,90.10239799019291
279,64.29233885254635
280,44.60199844715213
281,103.65482504782386
282,37.56885612972327
283,70.98035379490447
284,115.80729843950141
285,35.51816491620204
286,66.36415474234855
287,34.023562842168914
288,46.776274450210785
289,8.536014930764345
290,79.41918093640507
291,84.70690084805682
292,41.015004006337925
293,75.78891726221437
294,24.61308870869847
295,76.30211423088238
296,17.425252545755576
297,64.82810737136818
298,77.09343390323889
299,11.273813864414322
300,76.24292865250588
301,74.49970318673914
302,101.50442901016241
303,96.75676915031444
304,141.74043330082728
305,71.76010921753942
306,76.0619036657638
307,132.43168868641482
308,132.72801691431738
309,91.15605268038219
310,147.57916250395246
311,195.36900640316279
312,96.68121354498169
313,125.79065620993352
314,127.66254262538656
315,128.4189694149432
316,107.2735178080327
317,75.98233492914878
318,109.5589575691337
319,67.94069301228737
320,91.46481820148229
321,94.66184111140754
322,66.12267886966815
323,95.07913309522924
324,77.95041649894411
325,74.49457442322877
326,106.4599101925356
327,0.680177410487687
328,91.48665316953748
329,44.42726149834912
330,73.23199128389928
331,61.56763665248614
332,92.51359529674248
333,95.01489651263638
334,84.05540495800554
335,80.54071028619387
336,73.70471419627688
337,98.3758375988126
338,68.77932209792039
339,92.45432593197498
340,35.37040409290729
341,0.0
342,35.820879673424784
343,0.0
344,93.6542427320036
345,0.0
346,8.434712854609877
347,13.116245577156104
348,63.25427189337501
